,HI10_100,HI10_150,HI100_150,Cycle_life
75,0.03547275832311225,0.06665803654047586,0.03118527821736361,459.0
76,0.03750845201765385,0.077582419910466,0.040073967892812146,499.0
77,0.02667292735075888,0.057830305249278346,0.031157377898519467,429.0
78,0.03499469296695601,0.07281062335576527,0.03781593038880926,466.0
79,0.04414957017835519,0.08119345504188358,0.03704388486352839,462.0
80,0.03751109189136681,0.07207407432437662,0.034562982433009815,457.0
81,0.03620097250016663,0.06889560102286829,0.03269462852270166,487.0
82,0.04276237118660742,0.07674897398272584,0.033986602796118426,429.0
83,0.021170348259029304,0.04259685440184624,0.021426506142816937,713.0
84,0.01744103182569523,0.02364660013975861,0.006205568314063381,1009.0
85,0.018731811260377373,0.02659042182082949,0.007858610560452117,1063.0
86,0.018904866363802064,0.0270536835295494,0.008148817165747335,1115.0
87,0.016661575438523535,0.024890750749998247,0.008229175311474712,1048.0
88,0.021797906657159416,0.032934922667402056,0.01113701601024264,828.0
89,0.08077292687432758,0.12351994570865399,0.04274701883432641,667.0
90,0.012621468493111632,0.016687682841519447,0.004066214348407815,1836.0
91,0.019597292325321813,0.029155184741713747,0.009557892416391933,828.0
92,0.022288980867468222,0.030915627257783296,0.008626646390315074,1039.0
93,0.013789998894023547,0.02030190140574817,0.006511902511724621,1078.0
94,0.02819390770314012,0.04124827522276231,0.01305436751962219,817.0
95,0.024870837539909818,0.0343139784398514,0.009443140899941582,932.0
96,0.021392323745698327,0.03415122777089019,0.012758904025191864,816.0
97,0.020188937763614856,0.03147437511618634,0.011285437352571481,858.0
98,0.024012785476703158,0.03500075795082225,0.01098797247411909,876.0
99,0.010888027558081603,0.01476474472023881,0.003876717162157206,1638.0
100,0.01666244242692594,0.029913157710985683,0.013250715284059744,1315.0
101,0.02181703417086389,0.03014392924711906,0.00832689507625517,1146.0
102,0.02363925055049343,0.03213240827899533,0.008493157728501899,1155.0
103,0.019640607976642688,0.03064403468868493,0.011003426712042241,813.0
104,0.06526347522023412,0.09919880553440441,0.03393533031417029,772.0
105,0.024228901415346726,0.03507159134109017,0.010842689925743443,1002.0
106,0.016059925739200676,0.02550008649219615,0.009440160752995475,825.0
107,0.01648857683261795,0.025629426098678465,0.009140849266060513,989.0
108,0.016970399123802604,0.02690880763913217,0.009938408515329566,1028.0
109,0.019417934708054307,0.029542605672861377,0.01012467096480707,850.0
110,0.08304253384317795,0.12945338795724837,0.04641085411407042,541.0
111,0.01899296164333819,0.03087448593255182,0.01188152428921363,858.0
112,0.01800653232399707,0.02780642437415093,0.009799892050153858,935.0
113,0.02754948078253916,0.04163143905872735,0.014081958276188189,731.0
114,0.01586189787676373,0.024911798734365664,0.009049900857601934,1284.0
115,0.019625154162846048,0.029494050844821373,0.009868896681975325,1158.0
116,0.019239350063696925,0.028458423858130022,0.009219073794433097,1093.0
117,0.02026726479939045,0.0313116211519926,0.011044356352602147,923.0
118,0.015813232771872965,0.021568285334442994,0.005755052562570029,1935.0
119,0.012306133204625258,0.02400269696046342,0.011696563755838163,1156.0
120,0.016484262196059696,0.028000877411466618,0.011516615215406922,796.0
121,0.014701002944126795,0.022166390868025854,0.007465387923899058,786.0
122,0.01694987113628965,0.02554693769139016,0.008597066555100508,940.0
123,0.011296336377773386,0.01610831484638231,0.004811978468608924,1801.0
